sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
420,N24001519,,,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 28,,NHAI,2020-09,2023-11,,1198.55,,911.23,95.78,2025-06,FR_JUNE_2025.pdf
421,N24001520,,,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 31,,NHAI,2019-11,2024-05,,1604.06,,1245.52,95.73,2025-06,FR_JUNE_2025.pdf
422,N24001785,,,UP-GRADATION TO 4-LANE WITH PAVED SHOULDER OF BHIMASAR JUNCTION OF NH-41 TO ANJAR BHUJ UPTO AIRPORT,,NHAI,2022-03,2025-06,,1373.06,1085.00,662.04,90.67,2025-06,FR_JUNE_2025.pdf
423,N24001786,,,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY FROM KM 103.400 TO KM 128.000 OF VADODARA MU,,NHAI,2021-03,2024-03,,1259.00,2652.24,278.29,34.08,2025-06,FR_JUNE_2025.pdf
424,N24001789,,,CONSTRUCTION OF EIGHT LANE EXPRESSWAY FROM KM 190.000 TO KM 217.500 GANDEVA TO ENA SECTION OF VADODA,,NHAI,2020-07,2023-08,,1710.30,2665.08,908.08,90.56,2025-06,FR_JUNE_2025.pdf
425,N24001790,,,SANCHORE - SANTALPUR FROM KM 67.000- KM 99.000 OF NH-754K (AJ- RGBS-PACKAGE-3),,NHAI,2020-02,2023-08,2024-12,752.30,,452.13,98.14,2025-06,FR_JUNE_2025.pdf
426,N24001792,,,4L OF BAL WORKS OF TALAJA - MAHUVA FROM 54.990 KM. TO 100.450 KM. OF OLD NH-8E (PACKAGE-II),,NHAI,2021-03,2022-09,,536.03,,480.77,100.00,2025-06,FR_JUNE_2025.pdf
427,N24001793,,,4L OF BAL WORKS OF MAHUVA TO KAGVADAR FROM 100.450 KM. TO 140.470 KM. OF NH-8E (PKG- III),,NHAI,2021-03,2022-09,,485.75,,393.88,99.57,2025-06,FR_JUNE_2025.pdf
428,N24001794,,,SANCHORE - SANTALPUR FROM KM 99.000- KM 130.073 OF NH-754K (AJ- RGBS-PACKAGE-4),,NHAI,2020-02,2023-03,2024-12,778.15,,547.22,99.70,2025-06,FR_JUNE_2025.pdf
429,N24001827,,,4L KODINAR - VERAVAL (PACKAGE VI) FROM KM. 222.400 TO KM. 230.00 (KODINAR BYPASS) OF NH-8E (NH 51 NE,,NHAI,2022-03,2023-03,,162.73,,131.79,100.00,2025-06,FR_JUNE_2025.pdf
430,N24002014,,,UPGRADATION AND STRENGTHENING TO 2 LANE PS FROM KM 95/500 TO KM 129/775 OF NH 168 G IDAR BHILODA SA,,MoRTH,2022-09,2023-12,2025-12,237.28,,0.34,,2025-06,FR_JUNE_2025.pdf
431,N24002034,,,UPGRADATION TO 4L PS DIVIDED CARRIAGEWAY FROM PATAN (NEAR RAJPUR) TO GOJARIYA FROM KM 52.000 TO KM 1,,NHAI,2021-12,2025-03,,1181.34,1181.00,555.81,79.50,2025-06,FR_JUNE_2025.pdf
432,N24002035,,,WIDENING TO 6L OF EXISTING 4L JETPUR - GONDAL - RAJKOT SECTION FROM KM. 117.600 TO KM. 185.00 ON NH-,,NHAI,2023-09,2025-09,,2070.44,,545.53,37.86,2025-06,FR_JUNE_2025.pdf
433,N24002117,,,UPGRADATION OF DHORAJI JAMKANDORNA KALAVAD SECTION OF NH 927D FROM DESIGN CHAINAGE KM 00 TO KM 58.11,,MoRTH,2022-10,2024-02,2026-02,246.60,291.00,27.57,15.00,2025-06,FR_JUNE_2025.pdf
434,N24002118,,,UPGRADATION TO TWO LANE WITH PAVED SHULDER CONFIGUARATION FROM KM 00 TO 47 OF NH 351 MAHUVA TO BADHA,,MoRTH,2022-12,2024-02,2025-08,173.06,,0.15,,2025-06,FR_JUNE_2025.pdf
435,N24002182,,,WORK OF DEVELOPMENT AND CONSTRUCTION OF ELEVATED CORRIDORFROM KM 38/660 TO KM 42/690 (ISCON JUNCTION,,MoRTH,2023-03,2026-03,,530.20,,0.00,,2025-06,FR_JUNE_2025.pdf
436,N24002183,,,"WIDENING 2 LANE TO 4-LANE FROM KM 92/320 TO KM 115/320 (VAV CHOKDI- SATLASANA TO TO VRUNDAVAN CHOKDI,",,MoRTH,2022-03,2026-03,,151.13,,0.00,,2025-06,FR_JUNE_2025.pdf
437,N24000569,,,FOUR LANING OF KAGAVADAR - UNA SECTION OF NH-8E FROM KM 139.915 TO KM 180.478 (PACKAGE-IV) IN THE ST,,NHAI,2016-05,2019-09,2024-05,723.64,,562.31,97.00,2025-06,FR_JUNE_2025.pdf
438,N24000592,,,4-LANNING OF KODINAR TO VERAVAL SECTION OF NH-8E FROM KM 221.610 TO KM 263.000,,NHAI,2016-07,2020-07,,829.97,,486.93,96.98,2025-06,FR_JUNE_2025.pdf
439,N24000649,,,SIX LANNING FROM KM. 401.200 TO 494.410 OF NH-8 ON HYBRID ANNUITY MODE UNDER NHDP-V(PKG VI)REG.,,NHAI,2017-01,2020-12,2025-10,1251.11,1527.75,685.73,91.08,2025-06,FR_JUNE_2025.pdf
440,N24000834,,,CONSTRUCTION OF EIGHT LANE VADODARA KIM EXPRESSWAY FROM KM 254.430 TO KM 279.000 (KIM TO ANKLESHWAR,,NHAI,2018-03,2021-10,2025-05,1161.39,1738.03,684.22,83.00,2025-06,FR_JUNE_2025.pdf
441,N24000925,,,CONSTRUCTION OF MISSING LINKS (SINGLE LANE) IN LAKHPAT GADULI HAJIPIR ODMA KHAVDA DHOLAVIRA MAUVANA,,MoRTH,2018-10,2020-11,2024-09,400.76,394.44,287.04,87.00,2025-06,FR_JUNE_2025.pdf
442,N28000122,,,AHMEDABAD METRO RAIL PROJECT PHASE 1,,AMR,2014-11,2018-12,,10773.00,,12486.28,99.90,2025-06,FR_JUNE_2025.pdf
443,N28000137,,,AHMEDABAD METRO RAIL PROJECT PHASE II,,AMR,2019-03,2024-03,,5384.17,,4135.88,87.68,2025-06,FR_JUNE_2025.pdf
444,N28000138,,,SURAT METRO RAIL PROJECT,,AMR,2019-03,2024-03,,12020.32,,7043.17,67.49,2025-06,FR_JUNE_2025.pdf
445,N21000032,,,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES AT MANETHI, HARYANA.",,HITES,2019-03,2023-03,2026-03,1294.34,1294.34,307.21,26.14,2025-06,FR_JUNE_2025.pdf
446,N28000147,,,"C/o separate family accommodation (Phase-I) on EPC basis for SSB at Faridabad (Haryana)""",,CPWD FOR MHA,2020-01,2023-10,2025-03,166.98,170.23,150.98,97.50,2025-06,FR_JUNE_2025.pdf
447,N16000375,,,R and D CAMPUS II AT FARIDABAD,,IOCL,2019-06,2022-12,2025-07,2281.94,3219.94,1744.23,63.10,2025-06,FR_JUNE_2025.pdf
448,N16000412,,,CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25 MMTPA,,IOCL,2021-02,2024-09,2025-12,34627.00,38231.00,21454.90,87.60,2025-06,FR_JUNE_2025.pdf
449,N16000458,,,POLY BUTADIENE RUBBER PLANT AT PANIPAT,,IOCL,2022-03,2025-03,2026-06,1459.00,2948.62,930.86,68.30,2025-06,FR_JUNE_2025.pdf
450,N18000420,,,IMPLEMENTATION OF LILO OF BOTH CIRCUITS OF 400KV VIDHYACHAL PS TO SASAN D/C LINE AT HINDALCO SWITCHY,,PGCIL,2025-02,2026-12,,370.00,,0.00,,2025-06,FR_JUNE_2025.pdf
451,N22000604,,,DOUBLING BETWEEN BHIWANI-DOBH BAHALI,,NWR,2023-02,2028-02,2026-03,471.06,,121.18,55.00,2025-06,FR_JUNE_2025.pdf
452,N22000606,,,DOUBLING BETWEEN REWARI- KATHUWAS (27.73 KM),,NWR,2023-02,2027-06,2026-05,352.41,,179.38,53.00,2025-06,FR_JUNE_2025.pdf
453,N24001535,,,4-LANING OF GOHANA-SONIPAT (PKG- 2) SECTION FROM KM 40.601 TO KM 78.837 (LENGTH = 38.236KM) OF NH-352,,NHAI,2020-07,2022-07,2024-05,899.00,1882.46,1123.98,97.86,2025-06,FR_JUNE_2025.pdf
454,N24001633,,,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI- AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-III) F,,NHAI,2020-12,2023-12,2024-03,1430.88,1813.91,1190.27,99.90,2025-06,FR_JUNE_2025.pdf
455,N24001634,,,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI- AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-IV) FRO,,NHAI,2021-01,2023-12,2024-03,1306.95,1564.14,949.76,99.97,2025-06,FR_JUNE_2025.pdf
456,N24001635,,,4 LANING OF JAGADHRI TAJEWALA ROAD SECTION OF NH 907 (OLD NH 73A) UNDER NH(O) (PKG 1) IN THE STATE O,,NHAI,2022-03,2025-02,,1269.50,,176.00,53.00,2025-06,FR_JUNE_2025.pdf
457,N24001673,,,4- LANING OF ROHTAK-JIND SECTION FROM KM. 307+000 TO KM. 347+800 OF NH-71 AND CONNECTING LINK FROM K,,NHAI,2020-03,2023-03,2024-11,510.97,,529.00,97.30,2025-06,FR_JUNE_2025.pdf
458,N24001774,,,CONSTRUCTION OF GURGAON - PATAUDI - REWARI SECTION OF NH- 352W (DESIGN LENGTH 46.11 KM) AS FEEDER ROU,,NHAI,2020-12,2023-11,,1524.03,,1105.10,67.61,2025-06,FR_JUNE_2025.pdf
459,N24001775,,,CONSTRUCTION OF PROPOSED REWARI BYPASS (DESIGN LENGTH 14.4 KM) NH-11 AS A FEEDER ROUTE IN THE STATE,,NHAI,2020-02,2023-01,2024-12,808.31,,930.44,100.00,2025-06,FR_JUNE_2025.pdf
460,N24002037,,,UPGRADATION OF EXISTING 4 LANE ISMAILABAD-AMBALA SECTION (KM. 0+000 TO KM 42+500) (PART OF AMBALA-KO,,NHAI,2023-01,2025-12,,609.32,609.00,204.06,52.50,2025-06,FR_JUNE_2025.pdf
461,N24002038,,,CONSTRUCTION OF 6-LANE GREENFIELD KARNAL RING ROAD STARTING FROM NH-44 NEAR VILLAGE SHAMGARH (DESIGN,,NHAI,2022-11,2025-08,,1691.45,1998.00,649.71,58.76,2025-06,FR_JUNE_2025.pdf
462,N24002039,,,CONSTRUCTION OF 6-LANE GREENFIELD AMBALA RING ROAD STARTING FROM JUNCTION WITH SHAMLI-AMBALA SECTION,,NHAI,2023-02,2025-10,,1088.64,1178.00,425.85,53.55,2025-06,FR_JUNE_2025.pdf
463,N24002040,,,DEVELOPMENT OF SIX-LANE ACCESS CONTROLLED HIGHWAY FROM RANIPUR BARSI (SAHARANPUR DISTRICT) TO ADHOYA,,NHAI,2022-04,2025-05,,1554.21,,522.92,54.00,2025-06,FR_JUNE_2025.pdf
464,N24002041,,,DEVELOPMENT OF SIX-LANE ACCESS CONTROLLED HIGHWAY FROM ADHOYA MUSALMANA (AMBALA DISTRICT) TO SADOPUR,,NHAI,2022-04,2025-05,,1491.71,,706.26,49.70,2025-06,FR_JUNE_2025.pdf
465,N24002042,,,CONSTRUCTION OF 4-LANING OF BHIWANI HANSI ROAD SECTION OF NH 148B (DESIGN LENGTH 42.934 KM) UNDER BH,,NHAI,2022-11,2025-12,,1322.13,,393.46,93.01,2025-06,FR_JUNE_2025.pdf
466,N24002043,,,CONSTRUCTION OF 4-LANE GREENFIELD JALBEHRA - SHAHBAD SECTION OF NH ? 152G FROM KM 0+000 TO KM 22+850,,NHAI,2022-03,2025-06,,927.22,1173.66,504.21,83.50,2025-06,FR_JUNE_2025.pdf
467,N24002044,,,4L AMBALA - KALAAMB FROM KM. - 0.800 TO KM. 33.015 OF OLD NH-72,,NHAI,2023-06,2025-06,,629.16,,154.00,98.90,2025-06,FR_JUNE_2025.pdf
468,N24002048,,,CONSTRUCTION OF GREENFIELD CONNECTIVITY TO JEWAR INTERNATIONAL AIRPORT FROM DND FARIDABAD BALLABHGAR,,NHAI,2022-07,2025-06,,2414.67,2898.00,1232.13,49.10,2025-06,FR_JUNE_2025.pdf
469,N42000008,,,ESTABLISHMENT OF PERMANENT CAMPUS PHASE 1 OF IIM SIRMAUR,,CPWD EDUCATION,2018-09,2022-06,2024-12,392.51,,316.16,91.50,2025-06,FR_JUNE_2025.pdf
470,N42000011,,,CONSTRUCTION OF PERMANENT CAMPUSES OF CENTRAL UNIVERSITY OF HIMACHAL PRADESH AT DEHRA AND DHARAMSHAL,,CPWD,2021-03,2024-11,2025-07,512.37,300.45,169.63,74.00,2025-06,FR_JUNE_2025.pdf
471,N18000279,,,LUHRI HYDROELECTRIC PROJECT (STAGE1),,SJVN,2020-11,2026-01,,1810.56,,1732.67,51.32,2025-06,FR_JUNE_2025.pdf
472,N18000291,,,DHAULASIDH HYDROELECTRIC PROJECT (66 MW),,SJVN,2020-10,2025-11,,687.97,,891.77,67.61,2025-06,FR_JUNE_2025.pdf
473,N18000344,,,SUNNI DAM HYDRO ELECTRIC PROJECT,,SJVN,2023-01,2028-04,,2614.51,,948.35,29.41,2025-06,FR_JUNE_2025.pdf
474,N22000273,,,BHANUPALI-BILASPUR BERI NL,,RVNL,2008-04,2026-12,,13370.29,,5369.57,,2025-06,FR_JUNE_2025.pdf
475,N24001422,,,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF ASHYARI-SHRI KYARI SECTION (KM 50.000 TO K,,MoRTH,2021-02,2021-09,,345.89,,178.19,95.08,2025-06,FR_JUNE_2025.pdf
476,N24001447,,,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF HAMIRPUR-KARNOHAL SECTION (KM 141.000 TO K,,MoRTH,2020-08,2024-12,,371.93,,154.04,81.00,2025-06,FR_JUNE_2025.pdf
477,N24001470,,,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF KALWAHAN-MANDI SECTION (KM 208.950 TO KM 2,,MoRTH,2020-08,2025-04,,314.32,,49.26,51.00,2025-06,FR_JUNE_2025.pdf
478,N24001808,,,REHABILITATION AND UPGRADING FROM 2 L TO 4 L FROM BHANGBAR(NEAR RANITAL) TO KANGRA BYPASS SECTION OF,,NHAI,2021-03,2024-12,2024-12,1322.95,1442.47,888.73,96.61,2025-06,FR_JUNE_2025.pdf
479,N24001809,,,CONVERSION OF PARTIALLY EXCAVATED ESCAPE TUNNEL TO UNIDIRECTIONAL TWO LANE TUNNEL (INCLUDING CONSTRU,,NHAI,2022-05,2024-03,2024-12,469.95,,302.91,98.57,2025-06,FR_JUNE_2025.pdf
480,N24001810,,,4L SUNDER NAGAR BYPASS FROM KM173.900 TO KM 179.600 OF NH-21 IN THE STATE OF HP,,NHAI,2022-02,2024-06,,190.60,,103.48,100.00,2025-06,FR_JUNE_2025.pdf
481,N24001811,,,4L OF MO - SIHUNI FROM KM. 42.00 TO KM. 51.00 OF OLD NH-20 (NEW NH-154) (PACKAGE-IB),,NHAI,2021-04,2024-06,,583.93,770.00,173.60,100.00,2025-06,FR_JUNE_2025.pdf
482,N24001812,,,4L OF HP/PUNJAB BO4L OF HP/PUNJAB BORDER - MO FROM KM. 11.00 TO KM. 42.00 OF OLD NH-20 (NEW NH-154),,NHAI,2021-03,2024-05,,1002.11,1361.79,190.30,46.68,2025-06,FR_JUNE_2025.pdf
483,N24001813,,,4L OF END OF PINJORE BYPASS - BADDI - NALAGARH SECTION (KM. 4.200 TO KM. 35.370) OF NH21A,,NHAI,2021-07,2024-09,,1692.05,,942.14,21.60,2025-06,FR_JUNE_2025.pdf
484,N24001915,,,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS-5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH,,BRO,2021-03,2026-06,,230.54,,20.16,28.00,2025-06,FR_JUNE_2025.pdf
485,N24001916,,,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS 5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH,,BRO,2021-03,2026-05,,314.67,,76.05,47.00,2025-06,FR_JUNE_2025.pdf
486,N24002049,,,PKG NAME: 4L OF KATHLIGHAT TO SHAKRAL VILLAGE FROM KM 128.835 TO KM 146.300 OF NH- 5 (SHIMLA BYPASS,,NHAI,2022-03,2026-04,,1703.48,2278.00,651.98,14.50,2025-06,FR_JUNE_2025.pdf
487,N24002050,,,REHABILITATION AND UPGRADATION TO 4L CONFIGURATION and STRENGTHENING OF SIHUNI TO RAJOL FROM KM 51.0,,NHAI,2022-02,2025-09,,696.65,698.46,391.62,67.73,2025-06,FR_JUNE_2025.pdf
488,N24002051,,,CONSTRUCTION OF NEW 2 LANE WITH PAVED SHOULDER OF HAMIRPUR BYPASS (PACKAGE IVA) OF NH-88 (NEW NH-103,,NHAI,2022-07,2025-10,,739.39,,347.45,81.53,2025-06,FR_JUNE_2025.pdf
489,N24002052,,,REHABILITATION AND UP-GRADATION OF EXISTING ROAD TO 2L PS FROM END OF HAMIRPUR BYPASS (NEAR CHILBAHA,,NHAI,2022-02,2025-04,,1146.19,,940.81,71.23,2025-06,FR_JUNE_2025.pdf
490,N24002192,,,REHABILITATION AND UP-GRADATION TO 4L CONFIGURATION AND STRENGTHENING OF THANPURI TO PAROR SECTION F,,NHAI,2022-06,2025-12,,815.69,815.69,400.63,33.56,2025-06,FR_JUNE_2025.pdf
491,N24000613,,,FOUR LANNING OF NERCHOWK- PANDOH BYPASS SECTION OF NH- 21(PACKAGE-I KM 190.000 TO KM 221.305) UNDER NH,,NHAI,2016-09,2020-07,,1273.71,,1450.53,97.43,2025-06,FR_JUNE_2025.pdf
492,N24000852,,,"FOUR LANING OF SOLAN-KAITHLIGHAT SECTION OF NH-22 (NOW NH-5) FROM KM 106.139 TO KM 129.050, ON EPC M",,NHAI,2018-03,2021-05,2024-12,478.74,,1349.59,83.00,2025-06,FR_JUNE_2025.pdf
493,N24001381,,,REHABILITATION AND UPGRADATION TO 2-LANE/2-LANE WITH PAVED SHOULDERS/4-LANE CONFIGURATION OF PAONTA,,MoRTH,2020-08,2021-04,,272.98,,140.69,100.00,2025-06,FR_JUNE_2025.pdf
494,N24001382,,,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF HEWNA-ASHYARI SECTION (KM 25.000 TO KM 50.,,MoRTH,2020-08,2021-03,,242.80,,100.95,94.76,2025-06,FR_JUNE_2025.pdf
495,N24001383,,,REHABILITATION AND UPGRADATION TO INTERMEDIATE LANE CONFIGURATION OF SHRI KYARI- GUMMA SECTION (KM 75,,MoRTH,2020-08,2021-04,,349.20,,239.34,100.00,2025-06,FR_JUNE_2025.pdf
496,N04000107,,,JAMMU - CONSTRUCTION OF NEW CIVIL ENCLAVE,,AAI,2022-07,2026-06,,861.37,,154.30,30.25,2025-06,FR_JUNE_2025.pdf
497,N28000130,,,CONSTRUCTION OF PERMANENT CAMPUS OF IIM JAMMU (PHASE 1),,CPWD EDUCATION,2019-03,2022-07,2025-01,424.93,,448.15,96.00,2025-06,FR_JUNE_2025.pdf
498,N28000131,,,CONSTRUCTION OF PERMANENT CAMPUS IIT JAMMU (PHASE 1C),,CPWD EDUCATION,2018-01,2023-04,2025-04,676.00,1144.68,54.75,100.00,2025-06,FR_JUNE_2025.pdf
499,N28000150,,,C/O AIIMS AT AWANTIPORA (KASHMIR) JAMMU AND KASHMIR,,CPWD FOR HEALTH,2019-03,2025-09,,1828.00,,1302.38,64.50,2025-06,FR_JUNE_2025.pdf
500,N21000029,,,"CONSTRUCTION OF AIIMS AT JAMMU VIJAYPUR, SAMBA JAMMU AND KASHMIR",,CPWD FOR HEALTH,2019-03,2023-09,2025-05,1404.00,1642.00,1461.68,100.00,2025-06,FR_JUNE_2025.pdf
501,N16000500,,,SETTING UP A COMMON USER PETROLEUM TERMINAL AT JAMMU FOR RE-SITEMENT OF EXISTING DEPOTS OF PSU OMCS,,BPCL,2021-04,2025-03,,676.89,,503.55,76.00,2025-06,FR_JUNE_2025.pdf
502,N16000527,,,CGD PROJECT AT JAMMU DISTRICTS,,IOCL,2022-03,2032-03,2034-09,538.00,,4.09,0.60,2025-06,FR_JUNE_2025.pdf
503,N18000172,,,PAKAL DUL HYDRO ELECTRIC PROJECT (1000 MW),,CVPPPL,2014-10,2020-04,2025-07,8112.12,,6692.58,70.00,2025-06,FR_JUNE_2025.pdf
504,N18000278,,,KIRU HYDRO ELECTRIC PROJECT,,CVPPPL,2019-03,2024-08,,4287.59,,2713.25,63.87,2025-06,FR_JUNE_2025.pdf
505,N18000324,,,RATLE HE PROJECT,,NHPC,2021-02,2026-02,,5281.94,,1011.56,23.57,2025-06,FR_JUNE_2025.pdf
506,N18000363,,,KWAR HE PROJECT,,CVPPPL,2022-05,2026-11,,4526.12,,1159.97,22.15,2025-06,FR_JUNE_2025.pdf
507,N18000417,,,TRANSMISSION SCHEME FOR EVACUATION OF POWER FROM RATLE HEP (850 MW) AND KIRU (624 MW): PART B,,PGCIL,2025-03,2027-03,,219.00,,0.00,,2025-06,FR_JUNE_2025.pdf
508,N24001472,,,BALANCE WORKS OF FOUR LANING FROM RAMBAN KM 151.00 TO BANIHAL KM 187.00 OF NH-1A (NOW NH-44) WITH VA,,NHAI,2021-09,2023-12,2024-06,811.19,,848.72,99.00,2025-06,FR_JUNE_2025.pdf
509,N24001511,,,CONSTRUCTION OF FOUR LANE RINGROAD BYPASS SRINAGAR CITY,,NHAI,2021-03,2024-02,2025-10,2919.96,,2334.99,70.00,2025-06,FR_JUNE_2025.pdf
510,N24001543,,,FOUR LANING OF JAMMU-AKHNOOR PKG-1,,NHIDCL,2022-07,2025-01,,245.34,,57.20,40.95,2025-06,FR_JUNE_2025.pdf
511,N24001550,,,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG-XVI) EXISTING JAKH (VIJAYPUR)-KUNJWANI SECTION OF NH-4,,NHAI,2021-09,2024-09,2025-12,1821.72,1917.32,1005.37,83.71,2025-06,FR_JUNE_2025.pdf
512,N24001551,,,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG-XIV) FROM JUNCTION WITH PATHANKOT- GURDASPUR ROAD (NH-5,,NHAI,2021-10,2024-09,2025-12,3044.02,3044.02,1589.44,70.21,2025-06,FR_JUNE_2025.pdf
513,N24001552,,,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG-XV) [JUNCTION WITH HIRANAGAR ROAD NEAR VILLAGE GURHA B,,NHAI,2021-10,2024-09,2026-02,2714.95,2714.95,1663.19,85.78,2025-06,FR_JUNE_2025.pdf
514,N24001619,,,CORRIDOR EFFICIENCY IMPROVEMENT INCLUDING REMOVAL OF BLACK SPOTS IN LAKHANPUR - SAMBA SECTION OF NH-,,NHAI,2022-08,2024-06,2025-06,200.05,200.05,153.30,63.20,2025-06,FR_JUNE_2025.pdf
515,N24001620,,,CONSTRUCTION OF TUNNELS/VIADUCTS AT IDENTIFIED SLIDING/SLIP ZONES AT KM 130.550 TO KM.130.750; KM.,,NHAI,2021-09,2023-10,2025-12,442.14,,352.62,19.88,2025-06,FR_JUNE_2025.pdf
516,N24001621,,,"4L OF KM.165.092 TO KM.171.855 (NORTH BOUND) AND FROM KM.166.895 TO KM.173.638 (SOUTH BOUND), EXCL.",,NHAI,2021-07,2024-08,2025-07,614.48,,187.59,7.00,2025-06,FR_JUNE_2025.pdf
517,N24001622,,,4L TWIN TUBE TUNNEL INCLUDING APPROACHES FROM DIGDOL TO KHUNI NALLAH (NORTH BOUND CONNECTING WITH EX,,NHAI,2021-07,2024-06,2025-07,1401.87,,751.11,,2025-06,FR_JUNE_2025.pdf
518,N24001623,,,BANIHAL BYPASS (DELINKED FROM SRINAGAR - BANIHAL) FROM KM. 187.00 TO KM. 189.350,,NHAI,2020-01,2024-01,2025-02,336.01,,223.02,34.00,2025-06,FR_JUNE_2025.pdf
519,N24001624,,,CONSTRUCTION OF EMERGENCY LANDING FACILITY FROM KM. 246.60 TO KM. 249.70 ON SRINAGAR - BANIHAL SECTI,,NHAI,2019-07,2020-10,2023-04,157.05,,139.54,100.00,2025-06,FR_JUNE_2025.pdf
520,N24001627,,,4L OF TWIN TUBE TUNNEL CONFIGURATION INCLUDING APPROACHES FROM MAROG TO DIGDOL (FROM KM.154.210 TO K,,NHAI,2021-07,2025-02,2026-05,1912.17,,148.88,,2025-06,FR_JUNE_2025.pdf
521,N24001833,,,JAMMU - AKHNOOR SECTION OF NH 144A PKG-3B,,NHIDCL,2022-07,2025-03,,198.28,,85.49,71.09,2025-06,FR_JUNE_2025.pdf
522,N24001897,,,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 102 TO KM 13,,BRO,2021-03,2024-07,2025-03,642.24,,345.14,95.00,2025-06,FR_JUNE_2025.pdf
523,N24001898,,,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 30.000 TO K,,BRO,2020-07,2024-11,,272.49,,133.66,87.24,2025-06,FR_JUNE_2025.pdf
524,N24001899,,,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 134.95 TO KM,,BRO,2021-02,2024-07,,395.25,,140.42,64.00,2025-06,FR_JUNE_2025.pdf
525,N24001900,,,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 49.150 TO KM,,BRO,2020-03,2024-08,,796.97,,323.85,79.00,2025-06,FR_JUNE_2025.pdf
526,N24001901,,,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 64.535 TO K,,BRO,2020-03,2023-09,,152.93,,90.30,78.27,2025-06,FR_JUNE_2025.pdf
527,N24001926,,,CONSTRUCTION OF TWIN TUBE TUNNELS ON JAMMU KASHMIR RING ROAD (NH-244A) BETWEEN DESIGN CH. 50+600 TO,,NHAI,2023-03,2025-06,,939.86,,475.07,69.93,2025-06,FR_JUNE_2025.pdf
528,N24001998,,,"CONSTRUCTION OF 4 LANE WITH PAVED SHOULDER FROM (DESIGN CH. 14+200 TO 24+400), (DESIGN CH. 35+300 TO",,BRO,2022-06,2025-08,,832.46,,227.50,46.00,2025-06,FR_JUNE_2025.pdf
529,N24002059,,,2L NH-1 FROM KM 8.660 TO KM 33.775 (SUMBAL TO WAYUL) TO 4L DUAL CARRIAGEWAY NH STANDARD AS PART OF S,,NHAI,2022-09,2026-06,2026-06,1183.60,,197.13,16.63,2025-06,FR_JUNE_2025.pdf
530,N24002060,,,DELHI AMRITSAR KATRA EXPRESSWAY (PHASE-II PKG XVIII) DEVELOPMENT AND UPGRADATION OF FOUR LANE ACCESS,,NHAI,2023-03,2025-11,,1107.00,,338.91,38.81,2025-06,FR_JUNE_2025.pdf
531,N24002061,,,4/6L ACCESS CONTROL EXPRESSWAY FROM DESIGN CHAINAGE KM 515.000 TO 528.300 (KUNJWANI TO SIDHRA SECTIO,,NHAI,2022-08,2025-06,,2474.47,,923.64,40.17,2025-06,FR_JUNE_2025.pdf
532,N24002119,,,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM DESIGN CHAINAGE KM 162.800 TO KM,,BRO,2022-10,2026-01,,562.45,,99.06,25.00,2025-06,FR_JUNE_2025.pdf
533,N24002179,,,CONSTRUCTION OF 4 LANE WITH PAVED SHOULDER (PATTAN BYPASS) GREENFIELD BYPASS FROM EXISTING CH. KM 24,,BRO,2023-03,2026-07,,980.21,,300.02,8.00,2025-06,FR_JUNE_2025.pdf
