sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
40,N24001819,,,6L OF VEERA KAVERI RAJA PURAM TO PONDAVAKKAM FROM KM 61.380 TO KM 96.040 OF NH 716B (PKG-III),,NHAI,2021-03,2025-01,,1102.63,,1171.71,97.26,2025-06,FR_JUNE_2025.pdf
41,N24001820,,,6L OF VARADHARAJULA TO KUMARAJAPET FROM KM 0.000 TO KM 43.800 OF NH-716B (PKG-I),,NHAI,2021-02,2024-12,,1484.83,,1544.65,93.29,2025-06,FR_JUNE_2025.pdf
42,N24001821,,,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-III) FROM KM.127.000 TO KM 156.000 (BANGARUPALEM TO GUDIP,,NHAI,2020-11,2024-10,,1137.74,,1256.44,97.43,2025-06,FR_JUNE_2025.pdf
43,N24001822,,,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-I) FROM KM.71.000 TO KM 96.000 (BETHAMANGALA IN THE STATE,,NHAI,2020-12,2024-10,,1075.27,,1132.36,85.89,2025-06,FR_JUNE_2025.pdf
44,N24001823,,,4L OF MADANAPALLE TO PILERU SECTION FROM KM 0.000 TO KM 55.900 OF NH-71(PACKAGE-I) - N/05060/01002/A,,NHAI,2022-01,2025-01,2023-01,1852.12,,777.18,93.00,2025-06,FR_JUNE_2025.pdf
45,N24001824,,,RENIGUNTA - POYYA - NAIDUPETA KM 124.60 TO KM 183.4 OF NH 71 - N/04027/06001/AP,,NHAI,2020-03,2024-01,2024-12,1863.09,,1227.61,98.76,2025-06,FR_JUNE_2025.pdf
46,N24001836,,,6L KANTAKAPALLE ? SABBAVARAM SECTION OF NH-130CD ROAD FROM KM 445.100 TO KM 464.662 (PKG-4),,NHAI,2021-02,2024-10,,824.29,,521.51,76.13,2025-06,FR_JUNE_2025.pdf
47,N24001837,,,6L JAKKUVA ? KORLAM SECTION OF NH-130CD ROAD FROM KM 396.800 TO KM 421.100 (PKG 2),,NHAI,2021-02,2024-03,2024-07,663.60,,464.74,98.84,2025-06,FR_JUNE_2025.pdf
48,N24001838,,,6L ALURU - JAKKUVA SECTION OF NH- 130CD ROAD FROM KM 365.033 TO KM 396.800 (PKG. 1),,NHAI,2021-02,2024-03,,922.50,,534.51,84.38,2025-06,FR_JUNE_2025.pdf
49,N24001841,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM KODUR 0.000 KMS TO VANAVOLU 24.300 KMS OF NH 544G PACKA,,NHAI,2022-12,2025-09,,912.94,,238.84,59.65,2025-06,FR_JUNE_2025.pdf
50,N24001842,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANAVOLU 24.300 KM. TO VANKARAKUNTA 45.700 KM. OF NH 5,,NHAI,2022-12,2025-11,,750.81,,145.15,50.78,2025-06,FR_JUNE_2025.pdf
51,N24001843,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANKARAKUNTA 45.700 KM. TO ODULAPALLE 72.000 KM. OF NH,,NHAI,2022-12,2025-11,,992.89,,197.36,47.00,2025-06,FR_JUNE_2025.pdf
52,N24001844,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM ODULAPALLE 72.000 KM. TO NALLACHERUVUPALLI 96.300 KM.,,NHAI,2022-12,2025-10,,1058.90,,251.41,47.64,2025-06,FR_JUNE_2025.pdf
53,N24001845,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM NALLACHERUVU PALLI 96.300 KM. TO YERRAGUDIPADU 129.000,,NHAI,2023-02,2025-10,,1253.24,,197.29,23.20,2025-06,FR_JUNE_2025.pdf
54,N24001846,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM YERRAGUDIPADU 129.000 KM. TO AUDIREDDIPALLE 160.000 KM.,,NHAI,2023-02,2025-10,,1200.42,,98.82,8.90,2025-06,FR_JUNE_2025.pdf
55,N24001847,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM AUDIREDDIPALLE 160.000 KM. TO MALLAPALLE 176.000 KM. PA,,NHAI,2023-01,2025-11,,956.14,,215.17,43.11,2025-06,FR_JUNE_2025.pdf
56,N24001848,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MALLAPALLE 176.000 KM. TO KAVULAKUNTLA 196.000 KM. PACK,,NHAI,2023-02,2025-10,,909.02,,161.56,23.44,2025-06,FR_JUNE_2025.pdf
57,N24001849,,,4L PS MYDUKUR BADVEL FROM KM 585.820 TO KM 630.960 SECTION OF NH 67,,NHAI,2022-05,2025-07,,1063.72,,467.94,82.10,2025-06,FR_JUNE_2025.pdf
58,N24001856,,,CONSTRUCTION OF 4-LANE HIGHWAY FROM SAMARLAKOTA TO ACHAMPETA JUNCTION (FROM KM. 0.000 TO KM. 12.250,,NHAI,2023-05,2025-08,,648.75,,253.96,64.67,2025-06,FR_JUNE_2025.pdf
59,N24001932,,,2L+PS FROM KM. 0+000 TO KM. 32+000 (MUDIGUBBA TO PUTTAPARTHI) OF NH- 342,,MoRTH,2022-03,2024-09,,401.72,,190.74,80.00,2025-06,FR_JUNE_2025.pdf
60,N24001934,,,NH440 RAYACHOTY TOVEMPALLI 2LPS,,MoRTH,2021-12,2024-05,,439.82,,174.96,,2025-06,FR_JUNE_2025.pdf
61,N24001935,,,4 LANE WITH PAVED SHOULDER FROM KM 0.000 TO KM 51.119 OF TADIPATRI TO MUDDANUR OF NH67,,MoRTH,2022-03,2025-08,,724.17,,464.48,,2025-06,FR_JUNE_2025.pdf
62,N24001939,,,NH165 FROM KM 0.000 TO KM 64.020 PAMARRU TO AKIVEEDU SECTION TO TWO LANE WITH PAVED SHOULDERS,,MoRTH,2020-03,2023-09,,529.24,,353.88,62.70,2025-06,FR_JUNE_2025.pdf
63,N24001942,,,2LPS FROM KM36.400 TO KM. 107.224 OF NH167BG FROM DUTTALUR TO KAVALI SECTION,,MoRTH,2021-03,2024-07,,423.67,,222.39,83.59,2025-06,FR_JUNE_2025.pdf
64,N24001951,,,NH167AD FROM MACHERLA TO DACHEPALLI FROM KM.0.000 TO 43.659 TO 2LPS,,MoRTH,2022-01,2025-01,,403.22,,296.69,98.82,2025-06,FR_JUNE_2025.pdf
65,N24001952,,,NH 167 B KADAPA NELLORE BORDER TO CSPURAM I.E. FROM KM 58.635 TO KM 99.409,,MoRTH,2022-03,2025-08,,285.50,,204.29,95.00,2025-06,FR_JUNE_2025.pdf
66,N24001953,,,NH-30-BHADRACHALAM TO KONTA SECTION 2LPS,,MoRTH,2021-12,2024-09,,388.71,,242.09,89.60,2025-06,FR_JUNE_2025.pdf
67,N24001954,,,WIDENING TO 2LPS OF RAMPACHODAVARAM - KOYYURU SECTION OF NH516E FROM KM.43.700 TO KM 113.820,,MoRTH,2022-03,2025-01,,568.12,,350.64,91.05,2025-06,FR_JUNE_2025.pdf
68,N24001955,,,GUDIWADA TOWN 2 LANE ROB AND ROAD IMPROVEMENT OF NH165 IN REPLACEMENT OF LC NO 3ESPL3 AT KM 231.700,,MoRTH,2022-03,2025-05,,317.22,,190.90,80.00,2025-06,FR_JUNE_2025.pdf
69,N24001956,,,2LPS FROM GONDIGUDA TO ARAKU BHALLAGUDA KM 27.480 TO KM 51.772 SECTION OF NH 516E,,MoRTH,2020-08,2023-09,,296.66,,246.11,87.49,2025-06,FR_JUNE_2025.pdf
70,N24001957,,,2LPS OF KOYYURU TO CHAPRATHIPALEM SECTION OF NH 516E,,MoRTH,2020-08,2024-07,,349.29,,216.90,,2025-06,FR_JUNE_2025.pdf
71,N24001958,,,2LPS OF CHAPRATHIPALEM TO LAMBASINGI SECTION OF NH 516E,,MoRTH,2020-08,2024-10,,311.22,,151.24,72.00,2025-06,FR_JUNE_2025.pdf
72,N24001959,,,4 LANE FROM KM 56.400 TO KM 120.300 FROM B.KOTHAPALLI JUNCTION TO GORANTLA OF NH 716G,,MoRTH,2022-03,2025-09,,839.98,,418.51,,2025-06,FR_JUNE_2025.pdf
73,N24001979,,,4L GREENFIELD ROAD CONNECTING NORTH AND SOUTH INDUSTRIAL CLUSTER OF KHANDALERU CREEK NEAR KRISHNAPAT,,NHAI,2022-08,2025-09,,609.43,,25.24,56.70,2025-06,FR_JUNE_2025.pdf
74,N24001980,,,4 LANING OF NH 544D FROM EXISTING KM 346.300 OF NH 44 (DESIGN CHAINAGE KM 0.000) TO KM 39.380 (DESIG,,NHAI,2022-10,2025-07,,907.76,,388.70,84.29,2025-06,FR_JUNE_2025.pdf
75,N24001981,,,CONSTRUCTION OF SIX LANING OF NAIDUPETA JUNCTION - TURPUKANUPUR SECTION FROM KM.57+046 TO KM.91+927,,NHAI,2022-07,2025-10,,1398.84,,58.68,19.10,2025-06,FR_JUNE_2025.pdf
76,N24001982,,,4L PS FROM KURNOOL (EXISTING KM. 5.400 OF NH-40/DESIGN KM.0.000) TO MANDLEM (EXISTING KM.38.000/DESI,,NHAI,2023-03,2025-10,,827.39,,333.88,99.65,2025-06,FR_JUNE_2025.pdf
77,N24001983,,,4 LANING FROM EXISTING KM 39.380 (DESIGN CH. 37.000) TO KM 74.450 (DESIGN CH. 69.000) OF MUCHUKOTA ?,,NHAI,2022-10,2025-08,,972.63,,310.77,54.96,2025-06,FR_JUNE_2025.pdf
78,N24001984,,,4L PS FROM MANDLEM (EXISTING KM. 38.000/DESIGN KM.30.600) TO ATMAKUR (EXISTING KM.73.000/DESIGN KM 6,,NHAI,2023-03,2025-10,,887.28,,297.95,89.20,2025-06,FR_JUNE_2025.pdf
79,N24001985,,,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-II) FROM KM.96.000 TO KM 127.000 (BAIREDDYPALLE TO BANGAR,,NHAI,2021-03,2025-06,,1942.94,2171.00,1736.95,64.50,2025-06,FR_JUNE_2025.pdf
80,N24001986,,,4L OF PILERU TO KALUR SECTION FROM KM 55.900 TO KM 92.800 AND KM 94.500 TO KM 95.717,,NHAI,2023-10,2025-04,,1047.32,,301.20,93.00,2025-06,FR_JUNE_2025.pdf
81,N24001987,,,"CONSTRUCTION OF 1 NOS ROB, 2 NOS VUPS, SERVICE ROADS, PROVISION OF LIGHTING AND CONSTRUCTION OF OTHE",,NHAI,2023-06,2024-12,,152.05,,139.12,76.83,2025-06,FR_JUNE_2025.pdf
82,N24001988,,,6L OF CHITTOOR TO THATCHUR FROM KUMARAJAPET TO VEERA KAVERI RAJA PURAM FROM KM 43.800 TO KM 61.380 O,,NHAI,2021-02,2025-10,,591.99,703.00,506.67,70.95,2025-06,FR_JUNE_2025.pdf
83,N24002033,,,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED HIGHWAY FROM CHILLAKURU CROSS ROAD TO TURPUKANUPUR KM 0+000,,NHAI,2022-07,2025-12,,909.47,,97.03,32.30,2025-06,FR_JUNE_2025.pdf
84,N24002103,,,COMPLETION OF BALANCE WORKS PENDING IN BIT AND PIECES (INCOMPLETE STRETCH AT 7 LOCATIONS) AND LISTED,,NHAI,2022-09,2025-01,,166.52,,60.34,98.00,2025-06,FR_JUNE_2025.pdf
85,N24002122,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM NARAYANMPET (CH. 203+500) TO CHANDRASEKHARPURAM (CH. 22,,NHAI,2024-02,2026-02,,813.66,,91.93,24.20,2025-06,FR_JUNE_2025.pdf
86,N24002123,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM CHANDRASEKHARAPURAM (CH. 228+000) TO POLAVARAM (CH. 260,,NHAI,2024-02,2026-02,,1292.65,,135.27,18.96,2025-06,FR_JUNE_2025.pdf
87,N24002124,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM POLAVARAM (CH. 260+000) TO MARRIPUDI (CH. 285+500) OF [,,NHAI,2024-02,2026-02,,747.29,,142.65,32.02,2025-06,FR_JUNE_2025.pdf
88,N24002125,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MARRIPUDI (CH. 285+500) TO SOMAVARAPPADU (CH. 314+600),,NHAI,2024-02,2026-02,,976.40,,229.68,43.60,2025-06,FR_JUNE_2025.pdf
89,N24002126,,,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM SOMAVARAPPADU (CH.314.600) TO MUPPAVARAM (CH.343+240) O,,NHAI,2024-02,2026-02,,1103.89,,133.89,15.98,2025-06,FR_JUNE_2025.pdf
90,N24002139,,,4-LANE WITH PAVED SHOULDERS FROM KM 32/0 TO KM 79/650 (DESIGN CHAINAGE KM 32+000 TO KM 78+760) PUTTA,,MoRTH,2023-03,2025-12,,1318.57,,424.42,,2025-06,FR_JUNE_2025.pdf
91,N24002140,,,SOMAYAJULAPALLI ? DHONE SECTION OF NH ? 340B FROM KM.0/0 TO 56/200 [DESIGN CH. KM 0/00 TO KM 53/33],,MoRTH,2023-04,2025-12,,629.73,,369.43,,2025-06,FR_JUNE_2025.pdf
92,N24002142,,,2-LANE WITH PAVED SHOULDER CONFIGURATION OF LAMBASINGI TO PADERU SECTION (KM 205+000 TO KM 253+974),,MoRTH,2023-08,2025-11,,361.24,,63.54,,2025-06,FR_JUNE_2025.pdf
93,N24002143,,,BYPASS ROAD TO ADONI TOWN CONNECTING NH-167 (HAGARI - JADCHARLA ROAD) FROM KM.62/700 TO 71/400 IN KU,,MoRTH,2023-08,2026-02,,361.24,,109.65,56.00,2025-06,FR_JUNE_2025.pdf
94,N24002144,,,VODAREVU-CHILAKALURIPET SECTION (DESIGN CHAINAGE 0+00 TO 47+000) OF NH-167A (PACKAGE-I),,MoRTH,2023-08,2026-02,,1064.24,,584.25,,2025-06,FR_JUNE_2025.pdf
95,N24002145,,,TADIPATRI BYPASS (KM 0+000 TO KM 6+285) OF 4-LANE ON NH-67 IN ANANTAPURAMU,,MoRTH,2023-11,2026-03,,159.66,,60.51,63.50,2025-06,FR_JUNE_2025.pdf
96,N24002146,,,KURNOOL/KADAPA BORDER- JAMMALAMADUGU SECTION OF NH- 167K I.E. DESIGN CH. KM 248+010 TO KM 269+900,,MoRTH,2023-11,2025-11,,292.63,,81.57,,2025-06,FR_JUNE_2025.pdf
97,N24002147,,,DORNALA TO KUNTA JUNCTION FROM DESIGN CHAINAGE KM 244+000 TO 267+990 SECTION OF NH-765 (PACKAGE-2),,MoRTH,2022-12,2024-01,,244.83,,111.65,,2025-06,FR_JUNE_2025.pdf
98,N24002148,,,PADERU BYPASS (KM 0+000 TO KM 13+000) OF 2- LANE WITH PAVED SHOULDER ON NH-516E,,MoRTH,2023-03,2024-03,,244.43,,23.40,,2025-06,FR_JUNE_2025.pdf
99,N24002149,,,DAVUALAPALLY TO MALLAPALEM SECTION {DESIGN CH. KM 133+922 TO KM 154+216 (EXISTING CH. KM 133+922 TO,,MoRTH,2024-01,2024-02,,393.61,,135.13,,2025-06,FR_JUNE_2025.pdf
100,N24002215,,,DEVELOPMENT OF SIX LANE ACCESS CONTROLLED GREEN FIELD HIGHWAY FROM KAVULAKUNTLA (KM.196+000) TO NARA,,NHAI,2023-02,2027-02,,1092.18,,0.14,,2025-06,FR_JUNE_2025.pdf
101,N24002217,,,ACCESS CONTROLLED HIGHWAY OF 4 LANE WITH PAVED SHOULDERS FROM TN/AP BORDER (DESIGN CHAINAGE KM 61+51,,NHAI,2024-12,2026-12,,1346.82,,37.35,8.20,2025-06,FR_JUNE_2025.pdf
102,N24000811,,,CONSTRUCTION OF SIX LANING OF DEDICATED PORT ROAD TO KRISHNAPATNAM PORT (PACKAGE-I) KM 0+000 TO KM 1,,NHAI,2018-03,2020-12,2022-12,314.43,,85.61,71.49,2025-06,FR_JUNE_2025.pdf
103,N24000931,,,REHABILITATION AND UPGRADATION OF EXISTING NH-167 FROM KM 14.900 TO KM 70.00 (DESIGN CH.14.900 TO 69,,MoRTH,2016-11,2017-05,,290.15,,205.03,90.00,2025-06,FR_JUNE_2025.pdf
104,N24000937,,,REHABILITATION AND UPGRADATION OF NEW NH-544DD FROM DESIGN CHAINAGE KM 56.00 TO 102.20 OF KALYANDURG,,MoRTH,2018-03,2018-08,,289.67,290.00,256.60,98.50,2025-06,FR_JUNE_2025.pdf
105,N24000964,,,CONSTRUCTION OF TIMMAPURAM TO GURJANAPALLE SECTION FROM KM 26.150 TO 41.161 OF NH- 214(NH216)(KAKINAD,,MoRTH,2016-08,2017-01,,350.61,,390.28,98.20,2025-06,FR_JUNE_2025.pdf
106,N24000969,,,CONSTRUCTION OF 2L+PS FROM PASARLAPUDI-DHINDI (105/700 TO 127.500 OF NH-214) OF NH-216,,MoRTH,2017-01,2017-09,,263.45,,265.51,85.00,2025-06,FR_JUNE_2025.pdf
107,N24001301,,,6-LANING OF VIJAYAWADA BYPASS FROM GOLLAPUDI (DESIGN CH. 30+000) TO CHINNAKAKANI (DESIGN CH. 47+881),,NHAI,2019-11,2024-01,,1601.10,,1445.67,92.34,2025-06,FR_JUNE_2025.pdf
108,N24001386,,,REHABILITATION AND UPGRADATION TO 2-LANE WITH PAVED SHOULDERS CONFIGURATION OF PADERU- GONDIGUDA SECT,,MoRTH,2020-08,2021-03,,222.61,,183.91,95.00,2025-06,FR_JUNE_2025.pdf
109,N30000002,,,POLAVARAM IRRIGATION PROJECT,,PPA,2009-02,2020-03,2027-03,10151.04,,23775.68,76.00,2025-06,FR_JUNE_2025.pdf
110,N04000092,,,CONSTRUCTION OF NEW GREEN FIELD AIRPORT AT HOLLONGI ITANAGAR ARUNACHAL PRADESH,,AAI,2019-02,2022-08,2025-07,645.63,732.00,694.26,99.89,2025-06,FR_JUNE_2025.pdf
111,180100221,,,SUBANSIRI LOWER H.E.P (8X250 MW) (NHPC),,NHPC,2003-09,2010-09,,6285.33,,24484.77,96.60,2025-06,FR_JUNE_2025.pdf
112,N18000362,,,DIBANG MULTIPURPOSE PROJECT 2880 MW ARUNACHAL PRADESH,,NHPC,2023-02,2032-02,,31876.39,,3380.24,15.81,2025-06,FR_JUNE_2025.pdf
113,N24002222,,,HUNLI TO HAYULIANG PKG-1,,NHIDCL,2024-02,2028-02,,1262.43,,12.12,2.76,2025-06,FR_JUNE_2025.pdf
114,N24002223,,,HUNLI TO ITHUN BRIDGE SECTION,,NHIDCL,2024-02,2027-01,,275.50,,7.61,7.88,2025-06,FR_JUNE_2025.pdf
115,N24002224,,,PANGO TO JORGING ROAD PKG-1,,NHIDCL,2024-01,2027-07,,898.19,,16.01,4.25,2025-06,FR_JUNE_2025.pdf
116,N24000683,,,TWO LANING OF JORAM KOLORIANG ROAD (NH 713) ON EPC BASIS FROM DESIGN KM. 138+000 TO KM. 154+036 [EX,,NHIDCL,2017-02,2023-11,2024-03,180.57,244.10,160.46,96.62,2025-06,FR_JUNE_2025.pdf
117,N24000946,,,CONSTRUCTION OF 2-LANE ROAD WITH PAVED SHOULDERS FROM KM16.00 OF ROING-HUNLI SECTION TO KM 21.500 OF,,NHIDCL,2017-03,2022-03,2025-06,1718.59,1718.59,742.36,73.84,2025-06,FR_JUNE_2025.pdf
118,N24000979,,,TWO-LANING OF HAYULIANG? HAWAI BYPASS ROAD ON EPC BASIS FROM DESIGN KM. 51.825 TO KM. 63.131 EXISTI,,NHIDCL,2017-01,2023-05,2023-05,256.66,,0.00,63.59,2025-06,FR_JUNE_2025.pdf
