sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
1392,,,,"17 ₹ 29,68,248 ₹ 35,10,920 ₹ 19,01,163 (54.15% of Revised Cost) Ongoing Projects Expenditure Line Ministries & Departments (crores) (crores) (crores) 17 20 Commissioned during month Newly Added during month Sectoral Comparison : Major Sectors* Ministry Comparison : Major Ministries* [Outer Ring : Original Cost in ₹ lakh crore] & [Inner Ring : Project Count] [Outer Ring : Original Cost in ₹ lakh crore] & [Inner Ring : Project Count] Note: * as per Project Count Note: all indicated legends are in format (Project count, Original Cost in crores) Project Assessment, Infrastructure Monitoring and Analytics for Nation-building For details visit: https://www.ipm.mospi.gov.in/ Page 3 (PAIMANA) Flash Report DECEMBER 2025 Central Sector Infrastructure Projects Costing Rs. 150 crore & above",,Original Cost Revised Cost,,,,,,,,2025-12,FlashReport_December_2025.pdf
1392,,,,"17 ₹ 29,68,248 ₹ 35,10,920 ₹ 19,01,163 (54.15% of Revised Cost) Ongoing Projects Expenditure Line Ministries & Departments (crores) (crores) (crores) 17 20 Commissioned during month Newly Added during month Sectoral Comparison : Major Sectors* Ministry Comparison : Major Ministries* [Outer Ring : Original Cost in ₹ lakh crore] & [Inner Ring : Project Count] [Outer Ring : Original Cost in ₹ lakh crore] & [Inner Ring : Project Count] Note: * as per Project Count Note: all indicated legends are in format (Project count, Original Cost in crores) Project Assessment, Infrastructure Monitoring and Analytics for Nation-building For details visit: https://www.ipm.mospi.gov.in/ Page 3 (PAIMANA)",,Original Cost Revised Cost,,,,,,,,2025-12,FlashReport_December_2025.pdf
