sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
137,,,,SONEPUR BAZARI EXPANSION OCP [ (Eastern Coal Fields Limited [ECL]) (400315),West Bengal,,2021-07,2029-03,,5365.88,5365.88,583.82,17,2025-10,FlashReport_October_2025.pdf
138,,,,2.0 MTPA BHOJUDIH NLW WASHERY (Ministry of Coal) (611016),West Bengal,,2015-12,2020-09,2025-12,384.57,384.57,354.75,97,2025-10,FlashReport_October_2025.pdf
139,,,,ITAPARA OCP (Eastern Coal Fields Limited [ECL]) (612816),West Bengal,,2023-12,2030-03,,929.1,929.1,68.9,7,2025-10,FlashReport_October_2025.pdf
140,,,,SHYAMSUNDARPUR UG INCLUDING SA (Eastern Coal Fields Limited [ECL]) (613793),West Bengal,,2020-04,2026-03,2028-03,483.65,483.65,60.46,12,2025-10,FlashReport_October_2025.pdf
141,,,,PARASEA-BELBAID UG PROJECT (Eastern Coal Fields Limited [ECL]) (613794),West Bengal,,2023-01,2028-03,,389.1,389.1,132.48,21,2025-10,FlashReport_October_2025.pdf
142,,,,PARASCOLE JAMBAD OCP (Eastern Coal Fields Limited [ECL]) (616230),West Bengal,,2024-11,2037-03,,1193.55,1193.55,9.53,0,2025-10,FlashReport_October_2025.pdf
143,,,,50 MW Wind Power Project (NLC India Limited [NLCIL]) (617299),Gujarat,,2022-07,2025-06,2026-01,383.84,383.84,314.83,45,2025-10,FlashReport_October_2025.pdf
144,,,,600 MW Khavda Solar Power Project (NLC India Limited [NLCIL]) (617730),Gujarat,,2023-08,2026-06,,3335.85,3335.85,666.65,17,2025-10,FlashReport_October_2025.pdf
145,,,,NLC Talabira Thermal Power Project (NLC India Limited [NLCIL]) (400231),Odisha,,2017-01,2030-03,,27212.96,27213,2549.31,1,2025-10,FlashReport_October_2025.pdf
146,,,,300 MW SPP part of 510 MW CPSU scheme (NLC India Limited [NLCIL]) (612819),Rajasthan,,2022-07,2024-09,2025-12,1813,1813,1167.4,85,2025-10,FlashReport_October_2025.pdf
147,,,,50 MW Solar PP Minedout Area (NLC India Limited [NLCIL]) (615327),Tamil Nadu,,2023-08,2025-03,2025-12,218.03,218.03,164.7,69,2025-10,FlashReport_October_2025.pdf
148,,,,Ghatampur Thermal Power Plant 3 X 660 MW (NLC India Limited [NLCIL]) (400259),Uttar Pradesh,,2016-07,2020-11,2025-12,17237.8,21780.9,20522.3,93,2025-10,FlashReport_October_2025.pdf
149,,,,Dharamjaigarh-Korba (Railway) (400203),Chhattisgarh,,2018-05,2026-12,2026-08,1686.22,1686.22,353.12,42,2025-10,FlashReport_October_2025.pdf
150,Ministry of Coal,400416,,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia,Jharkhand,line],2018-02,2025-06,2026-06,1799.64,2564.34,1462.35,61,2025-10,FlashReport_October_2025.pdf
151,,,,Tubed Coal Mine (Damodar Valley Corporation) (400192),Jharkhand,,2016-07,2026-05,2026-05,1581,1581,598.06,35,2025-10,FlashReport_October_2025.pdf
152,,,,Badam Coal Mining project of NTPC (National Thermal Power Corporation [NTPC]) (603293),Jharkhand,,2019-02,2056-12,2027-04,502,784,313.88,59,2025-10,FlashReport_October_2025.pdf
153,,,,Dibang Multipurpose Project (National Hydroelectric Power Corporation Limited [NHPC]) (602182),Arunachal Pradesh,,2023-02,2032-02,2032-02,31876.39,31876.4,3708.61,16,2025-10,FlashReport_October_2025.pdf
154,,,,240MW Heo HE Project (North Eastern Electric Power Corporation Limited) (611698),Arunachal Pradesh,,2024-12,2029-07,,1938.85,1938.85,64.36,3,2025-10,FlashReport_October_2025.pdf
155,,,,186 MW Tato-I H E Project (North Eastern Electric Power Corporation Limited) (611699),Arunachal Pradesh,,2024-12,2029-07,,1750.07,1750.07,116.08,2,2025-10,FlashReport_October_2025.pdf
156,,,,Buxar Thermal Power Project [1320 MW] (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (602579),Bihar,,2019-03,2024-01,2025-12,10439.09,13756.6,12571.15,92,2025-10,FlashReport_October_2025.pdf
157,,,,Lara Super Thermal Power Project Stage-II [2 x 800 MW] (National Thermal Power Corporation [NTPC]) (611930),Chhattisgarh,,2023-08,2028-06,,15530,15530,2874,18,2025-10,FlashReport_October_2025.pdf
158,,,,"Sipat Super Thermal Power Project, Stage-III [1x800 MW] (National Thermal Power Corporation [NTPC]) (617188)",Chhattisgarh,,2024-09,2029-09,,9791,9791,856.56,8,2025-10,FlashReport_October_2025.pdf
159,,,,Bagodara Solar Power Project (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (709747),Gujarat,,2021-03,2025-12,2025-12,339.35,339.35,317.59,51,2025-10,FlashReport_October_2025.pdf
160,,,,Dhaulasidh Hydro Electric Project [66 MW] (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (602582),Himachal Pradesh,,2020-10,2025-11,2027-03,687.97,1561.21,986.12,70,2025-10,FlashReport_October_2025.pdf
161,,,,Luhri Stage-I Hydro Electric Project [210 MW] (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (602593),Himachal Pradesh,,2020-11,2026-01,2029-10,1810.56,3584.53,1793.11,51,2025-10,FlashReport_October_2025.pdf
162,,,,382 MW Sunni Dam HEP (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (602633),Himachal Pradesh,,,2027-03,,2615,2615,495.57,0.5,2025-10,FlashReport_October_2025.pdf
163,,,,Sunni Dam Hydro Electric Project [382 MW] (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (611586),Himachal Pradesh,,2023-01,2028-04,2029-12,2614.51,4540.71,1011.42,30,2025-10,FlashReport_October_2025.pdf
164,,,,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW (National Hydroelectric Power Corporation Limited [NHPC]) (602525)",Jammu and Kashmir,,2014-10,2020-04,2026-12,8112.12,12728,7581.19,74,2025-10,FlashReport_October_2025.pdf
165,,,,Kiru HE Project (National Hydroelectric Power Corporation Limited [NHPC]) (602532),Jammu and Kashmir,,2019-03,2023-09,2026-12,4287.59,5409,3116.72,72,2025-10,FlashReport_October_2025.pdf
166,,,,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited. (National Hydroelectric Power Corporation Limited [NHPC]) (602535)",Jammu and Kashmir,,2021-02,2026-02,2028-11,5281.94,5281.94,1112.08,25,2025-10,FlashReport_October_2025.pdf
167,,,,Kwar HE Project (National Hydroelectric Power Corporation Limited [NHPC]) (605155),Jammu and Kashmir,,2022-05,2026-11,2028-03,4526.12,4526.12,1094.54,24,2025-10,FlashReport_October_2025.pdf
168,,,,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW] (National Thermal Power Corporation [NTPC]) (400261),Jharkhand,,2017-07,2023-03,2026-11,17112,20302,17861.4,85,2025-10,FlashReport_October_2025.pdf
169,,,,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand (Damodar Valley Corporation) (611509)",Jharkhand,,2023-04,2029-03,,14358,14358,1381.54,3,2025-10,FlashReport_October_2025.pdf
170,,,,Subansiri Lower HE Project [2000 MW] (National Hydroelectric Power Corporation Limited [NHPC]) (602096),"Multi-States (Arunachal Pradesh, Assam)",,2003-09,2010-09,2026-05,6285.33,26075.5,25244.57,97,2025-10,FlashReport_October_2025.pdf
171,,,,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion (National Thermal Power Corporation [NTPC]) (602961),Odisha,,2022-08,2027-05,2028-03,11843.75,12543,4839.68,40,2025-10,FlashReport_October_2025.pdf
172,,,,BIKANER SOLAR POWER PROJECT (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (709748),Rajasthan,,2021-10,2024-04,2025-12,5491.89,5491.89,5084.68,88,2025-10,FlashReport_October_2025.pdf
173,National Hydroelectric Power Corporation Limited [NHPC],602181,,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO",Sikkim,POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT],2019-03,2024-03,2027-12,5748.04,5748.04,3817.49,70,2025-10,FlashReport_October_2025.pdf
174,National Hydroelectric Power Corporation Limited [NHPC],605156,,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] -A,Sikkim,wholly owned subsidiary of NHPC Ltd. acquired through NCLT,2021-03,2024-05,2025-12,938.29,1828.11,1455.57,93,2025-10,FlashReport_October_2025.pdf
175,,,,Khurja super Thermal Power Plant [2X660 MW] (THDC India Limited) (602194),Uttar Pradesh,,2019-03,2024-02,2025-09,11089.42,13276.2,12888.23,100,2025-10,FlashReport_October_2025.pdf
176,,,,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW] (National Thermal Power Corporation [NTPC]) (612142)",Uttar Pradesh,,2024-03,2030-02,,17195,17195,1979,11,2025-10,FlashReport_October_2025.pdf
177,,,,Tapovan-Vishnugad HEP [4x130 MW] (National Thermal Power Corporation [NTPC]) (602185),Uttarakhand,,,2013-03,2029-04,2978,10907.3,6769.58,77,2025-10,FlashReport_October_2025.pdf
178,,,,Tehri Pumped Storage Plant Project [4x250 MW] (THDC India Limited) (602193),Uttarakhand,,2006-07,2022-06,2025-12,4825.6,8339,8149.63,98,2025-10,FlashReport_October_2025.pdf
179,,,,Vishnugad Pipalkoti Hydro Electric Project [444 MW] (THDC India Limited) (602195),Uttarakhand,,2008-08,2022-12,2027-03,3860.35,6823.72,5245.01,73,2025-10,FlashReport_October_2025.pdf
180,Damodar Valley Corporation,400062,,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia,",West Bengal,West Bengal,2023-01,2029-06,,17673,17673,1408.8,2,2025-10,FlashReport_October_2025.pdf
181,,,,Rammam-III HEPP [3x40 MW] (National Thermal Power Corporation [NTPC]) (602184),West Bengal,,2014-10,2019-09,2029-03,1381.84,1381.84,1382.42,47,2025-10,FlashReport_October_2025.pdf
182,,,,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6 (Damodar Valley Corporation) (602538),West Bengal,,2019-06,2024-01,2025-12,1037,1037,929.99,67,2025-10,FlashReport_October_2025.pdf
183,Power Grid Corporation of India Limited [POWERGRID],611967,,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool,Andhra Pradesh,1000MW,2023-09,2025-09,2026-03,1248.69,1248.69,998.95,87,2025-10,FlashReport_October_2025.pdf
184,Power Grid Corporation of India Limited [POWERGRID],612856,,Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool,Andhra Pradesh,New Substation,2023-05,2025-09,2026-01,163.61,163.61,85.07,62,2025-10,FlashReport_October_2025.pdf
185,Power Grid Corporation of India Limited [POWERGRID],617183,,Transmission system strengthening at Kurnool- III PS for integration of additional RE,Andhra Pradesh,generation projects [POWERGRID Kurnool III PS RE Transmission Limited],2025-03,2027-12,,2886,2886,131.31,1,2025-10,FlashReport_October_2025.pdf
186,,,,North Eastern Region Expansion Scheme-XXIII [NERES-XXIII] (Power Grid Corporation of India Limited [POWERGRID]) (617375),Arunachal Pradesh,,2025-08,2028-02,,209.38,209.38,0.03,0,2025-10,FlashReport_October_2025.pdf
187,,,,Western Region Expansion Scheme-XXV (Power Grid Corporation of India Limited [POWERGRID]) (611737),Chhattisgarh,,2023-02,2023-11,2025-10,385.84,385.84,382.4,100,2025-10,FlashReport_October_2025.pdf
188,Power Grid Corporation of India Limited [POWERGRID],608301,,Transmission system strengthening scheme for evacuation of power from solar energy,Delhi,zones in Rajasthan 8.1 GW under Phase II- Part- G1,2022-02,2023-09,2025-12,359.47,359.47,341.49,97,2025-10,FlashReport_October_2025.pdf
189,Power Grid Corporation of India Limited [POWERGRID],611656,,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under,Gujarat,Phase II- Part B,2023-03,2025-03,2025-11,1167.55,1167,1147.74,97,2025-10,FlashReport_October_2025.pdf
190,Power Grid Corporation of India Limited [POWERGRID],611657,,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under,Gujarat,Phase II- Part C,2023-03,2025-03,2025-12,2820.99,2820.99,2736.36,93,2025-10,FlashReport_October_2025.pdf
191,Power Grid Corporation of India Limited [POWERGRID],611660,,Establishment of Khavda Pooling Station-2 KPS2 in Khavda RE Park KPS2,Gujarat,TRANSMISSION SYSTEM LIMITED,2023-03,2024-12,2025-11,966.79,966.79,936.24,97,2025-10,FlashReport_October_2025.pdf
192,Power Grid Corporation of India Limited [POWERGRID],612139,,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE,Gujarat,park under Phase-III Part B [Vataman Transmission Limited],2023-12,2025-12,2026-12,3751.82,3751.82,1688.32,28,2025-10,FlashReport_October_2025.pdf
193,Power Grid Corporation of India Limited [POWERGRID],612151,,Transmission System for Evacuation of Power from potential Renewable Energy zone,Gujarat,in Khavda Area of Gujarat under Phase IV [7 GW] Part E3,2023-07,2025-07,2026-03,334,334,118.1,36,2025-10,FlashReport_October_2025.pdf
194,Power Grid Corporation of India Limited [POWERGRID],612855,,Transmission System for Evacuation of Power from Potential Energy Renewable Zone,Gujarat,in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,2024-05,2026-05,2026-06,679,679,135.8,27,2025-10,FlashReport_October_2025.pdf
195,Power Grid Corporation of India Limited [POWERGRID],615342,,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name,Gujarat,POWERGRID Jam Khambhaliya Transmission Limited],2024-10,2026-07,,329,329,13.17,3,2025-10,FlashReport_October_2025.pdf
196,Power Grid Corporation of India Limited [POWERGRID],615343,,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and,Gujarat,Khavda Pooling station 3 [KPS3],2024-11,2026-11,,501,501,8.11,2,2025-10,FlashReport_October_2025.pdf
197,Power Grid Corporation of India Limited [POWERGRID],615345,,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID,Gujarat,South Olpad Transmission Limited],2024-10,2026-10,2027-03,4766,4766,714.9,9,2025-10,FlashReport_October_2025.pdf
198,Power Grid Corporation of India Limited [POWERGRID],617069,,Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation,Gujarat,Transmission Limited],2025-02,2027-02,,466,466,24.3,2,2025-10,FlashReport_October_2025.pdf
199,Power Grid Corporation of India Limited [POWERGRID],617182,,Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha,Gujarat,Transco Limited],2025-03,2027-03,,172,172,17.27,15,2025-10,FlashReport_October_2025.pdf
200,,,,Augmentation of Transformation Capacity at Bhuj-II PS [GIS] (Power Grid Corporation of India Limited [POWERGRID]) (617391),Gujarat,,2025-02,2026-11,2027-03,488.29,488.29,0.12,0,2025-10,FlashReport_October_2025.pdf
201,,,,Jamnagar Transmission Limited (Adani Transmission Limited) (617405),Gujarat,,,2026-10,,4000,4000,0,0,2025-10,FlashReport_October_2025.pdf
202,,,,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS (Power Grid Corporation of India Limited [POWERGRID]) (617801),Gujarat,,2025-03,2026-12,2027-03,581.74,581.74,0.2,0,2025-10,FlashReport_October_2025.pdf
203,Power Grid Corporation of India Limited [POWERGRID],617272,,Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at,Haryana,Hindalco Switchyard,2024-06,2026-12,,370,370,18.55,6,2025-10,FlashReport_October_2025.pdf
204,Power Grid Corporation of India Limited [POWERGRID],608302,,Transmission system for evacuation of Power from Pakaldul HEP in Chenab Valley,Jammu and Kashmir,HEPs - LTA System,2022-02,2025-04,2025-11,318.12,318.12,317.12,100,2025-10,FlashReport_October_2025.pdf
205,Power Grid Corporation of India Limited [POWERGRID],617179,,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624,Jammu and Kashmir,MW] Part B,2024-07,2026-07,2027-03,218.6,218.6,2.11,0,2025-10,FlashReport_October_2025.pdf
206,Power Grid Corporation of India Limited [POWERGRID],617326,,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy,Jharkhand,Project,2012-02,2026-03,,1842.25,1842.25,1648.05,95,2025-10,FlashReport_October_2025.pdf
207,Power Grid Corporation of India Limited [POWERGRID],612140,,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG,Karnataka,TRANSMISSION LIMITED],2023-12,2025-12,2026-06,2889.39,2889.39,1533.89,54,2025-10,FlashReport_October_2025.pdf
208,Power Grid Corporation of India Limited [POWERGRID],616672,,System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission,Karnataka,Limited],2025-01,2027-06,,1354,1354,40.62,1,2025-10,FlashReport_October_2025.pdf
209,Power Grid Corporation of India Limited [POWERGRID],617068,,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th] and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar",Karnataka,Augmentation Transmission Limited],2025-02,2027-06,,288,288,6.91,1,2025-10,FlashReport_October_2025.pdf
210,Power Grid Corporation of India Limited [POWERGRID],617184,,Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in,Karnataka,Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited],2025-03,2027-09,,3453,3453,52.48,1,2025-10,FlashReport_October_2025.pdf
211,Power Grid Corporation of India Limited [POWERGRID],617803,,Transmission System Strengthening at Davanagere for Integration of RE Generation,Karnataka,[SPV Name - POWERGRID Davanagere Power Transmission Limited],2025-09,2027-09,,379,379,6.6,0,2025-10,FlashReport_October_2025.pdf
212,Power Grid Corporation of India Limited [POWERGRID],615344,,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR,Madhya Pradesh,TRANSMISSION LIMITED],2024-10,2026-10,2027-03,3674,3674,624.58,17,2025-10,FlashReport_October_2025.pdf
213,Power Grid Corporation of India Limited [POWERGRID],615346,,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur,Madhya Pradesh,Transmission Limited],2024-08,2026-08,2026-12,2708,2708,1029.04,41,2025-10,FlashReport_October_2025.pdf
214,Power Grid Corporation of India Limited [POWERGRID],617279,,Transmission System for evacuation of power from Mahan Energen Limited Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power,Madhya Pradesh,Transmission Limited],2025-06,2027-12,,558,558,33.48,1,2025-10,FlashReport_October_2025.pdf
215,Power Grid Corporation of India Limited [POWERGRID],617802,,Augmentation of Transformation Capacity and Implementation of Line Bays at Mandsaur S/S for RE Interconnection [SPV Name- POWERGRID Mandsaur I RE,Madhya Pradesh,Transmission Limited],2025-10,2028-03,,319,319,0.1,0,2025-10,FlashReport_October_2025.pdf
216,Power Grid Corporation of India Limited [POWERGRID],611966,,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area,Maharashtra,of Gujarat under phase IV 7GW-Part E4,2023-11,2025-07,2026-03,224.41,224.41,33.66,18,2025-10,FlashReport_October_2025.pdf
217,Power Grid Corporation of India Limited [POWERGRID],617185,,Transmission System for Integration of Kurnool-IV REZ Phase-I [for 4.5 GW],"Multi-States (Andhra Pradesh, Karnataka)",[POWERGRID Kurnool-IV Transmission Limited],2025-03,2027-03,,5550,5550,332.68,1,2025-10,FlashReport_October_2025.pdf
218,Power Grid Corporation of India Limited [POWERGRID],900808,,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone Part-A and,"Multi-States (Andhra Pradesh, Telangana)",Part-B,2022-11,2024-11,2026-01,3546.94,3546.94,3369.59,97,2025-10,FlashReport_October_2025.pdf
219,Power Grid Corporation of India Limited [POWERGRID],602223,,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D],"Multi-States (Arunachal Pradesh, Sikkim)",Systems [CSST&DS] in Arunachal Pradesh and Sikkim,2014-10,2018-12,2027-03,4754.42,9129.32,7705.14,82,2025-10,FlashReport_October_2025.pdf
220,Power Grid Corporation of India Limited [POWERGRID],607709,,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT,"Multi-States (Assam, Manipur, Meghalaya, Mizoram, Nagaland, Tripura)",[NERPSIP],2014-12,2018-12,2026-03,5111.33,6700,5317.79,96,2025-10,FlashReport_October_2025.pdf
221,,,,Eastern Region Expansion Scheme-43 [ERES-43] (Power Grid Corporation of India Limited [POWERGRID]) (617271),"Multi-States (Bihar, Odisha, West Bengal)",,2024-09,2026-03,2026-06,342.69,342.69,0.71,0,2025-10,FlashReport_October_2025.pdf
222,,,,Eastern Region Expansion Scheme-44 [ERES-44] (Power Grid Corporation of India Limited [POWERGRID]) (617270),"Multi-States (Bihar, West Bengal)",,2024-11,2026-05,2027-03,408.94,408.94,0.32,0,2025-10,FlashReport_October_2025.pdf
223,,,,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B (Power Grid Corporation of India Limited [POWERGRID]) (400005),"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",,2022-01,2023-06,2025-12,4546.26,4546.26,4210.3,93,2025-10,FlashReport_October_2025.pdf
224,Power Grid Corporation of India Limited [POWERGRID],608922,,Transmission System Strengthening Scheme for evacuation of power from SEZ in,"Multi-States (Delhi, Haryana, Rajasthan)",Rajasthan 8.1 GW under Phase II Part G,2022-05,2023-11,2025-11,1666,2218,2129.28,96,2025-10,FlashReport_October_2025.pdf
225,Power Grid Corporation of India Limited [POWERGRID],611735,,Transmission system for evacuation of power from REZ in Rajasthan 20GW under,"Multi-States (Delhi, Rajasthan)",Phase-III Part J,2022-12,2025-03,2026-07,331,331,135.71,31,2025-10,FlashReport_October_2025.pdf
226,Power Grid Corporation of India Limited [POWERGRID],612132,,Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under,"Multi-States (Delhi, Rajasthan)",Phase-III Part D [Sikar Khetri Transmission Ltd],2024-02,2025-08,2026-06,2000,2000,1460,68,2025-10,FlashReport_October_2025.pdf
227,Power Grid Corporation of India Limited [POWERGRID],615347,,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V,"Multi-States (Gujarat, Maharashtra)",[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited],2024-11,2029-05,,24819,24819,1985.46,2,2025-10,FlashReport_October_2025.pdf
228,Power Grid Corporation of India Limited [POWERGRID],615339,,Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part- 3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission,"Multi-States (Haryana, Punjab, Rajasthan)",Limited],2024-11,2026-11,2027-03,5969,5969,485.87,9,2025-10,FlashReport_October_2025.pdf
229,Power Grid Corporation of India Limited [POWERGRID],615340,,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name,"Multi-States (Haryana, Rajasthan)",POWERGRID Siwani Transmission Limited],2024-11,2026-11,2027-03,5357,5357,428.56,13,2025-10,FlashReport_October_2025.pdf
230,,,,Transmission System for Strengthening of Srinagar-Leh Tr. System (Power Grid Corporation of India Limited [POWERGRID]) (606781),"Multi-States (Jammu and Kashmir, Ladakh)",,2022-03,2024-12,2025-11,288.71,288.71,280.02,99,2025-10,FlashReport_October_2025.pdf
231,Power Grid Corporation of India Limited [POWERGRID],612138,,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar","Multi-States (Karnataka, Telangana)",Transmission Ltd],2024-02,2026-02,2026-06,2147.62,2147.62,1438.9,67,2025-10,FlashReport_October_2025.pdf
232,Power Grid Corporation of India Limited [POWERGRID],615333,,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar,"Multi-States (Madhya Pradesh, Rajasthan)",Mandsaur Transmission Limited],2024-08,2026-08,,2227,2227,779.45,23,2025-10,FlashReport_October_2025.pdf
233,Power Grid Corporation of India Limited [POWERGRID],615334,,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar,"Multi-States (Madhya Pradesh, Rajasthan)",Transmission Limited],2024-08,2026-08,2027-03,3251,3251,942.79,26,2025-10,FlashReport_October_2025.pdf
234,Power Grid Corporation of India Limited [POWERGRID],617186,,Rajasthan REZ Ph-V [Part-1- 4 GW] [Sirohi/Nagaur] Complex [Rajasthan V Power,"Multi-States (Madhya Pradesh, Rajasthan)",Transmission Limited],2025-03,2027-03,,5028,5028,256.93,2,2025-10,FlashReport_October_2025.pdf
235,Power Grid Corporation of India Limited [POWERGRID],612133,,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1],"Multi-States (Rajasthan, Uttar Pradesh)",[Bikaner Complex] Part D [Neemrana Bareilly Transmission Ltd],2023-12,2025-12,2026-06,2056,2056,1603.68,62,2025-10,FlashReport_October_2025.pdf
236,Power Grid Corporation of India Limited [POWERGRID],616670,,Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5,"Multi-States (Rajasthan, Uttar Pradesh)",GW] Part A [SPV name POWERGRID Ghiror Transmission Limited],2024-12,2026-12,2027-03,5846,5846,467.68,9,2025-10,FlashReport_October_2025.pdf
237,Power Grid Corporation of India Limited [POWERGRID],611659,,Transmission system strengthening scheme for evacuation of power from solar energy,Rajasthan,zones in Rajasthan[8.1 GW] under phase-II- Part E,2023-03,2024-09,2025-11,1433.28,1433,1418.67,98,2025-10,FlashReport_October_2025.pdf
238,Power Grid Corporation of India Limited [POWERGRID],611947,,Transmission System for Evacuation of Power from REZ in Rajasthan 20GW under,Rajasthan,Phase III- Part E2,2023-11,2025-06,2026-03,428.3,428.3,291.24,73,2025-10,FlashReport_October_2025.pdf
239,Power Grid Corporation of India Limited [POWERGRID],611948,,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under,Rajasthan,Phase-III part H,2023-10,2025-04,2026-01,2211.29,2211.29,1945.93,88,2025-10,FlashReport_October_2025.pdf
240,Power Grid Corporation of India Limited [POWERGRID],611949,,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under,Rajasthan,Phase-III part C1,2023-10,2025-04,2026-03,1796.02,1796.02,1436.81,89,2025-10,FlashReport_October_2025.pdf
241,Power Grid Corporation of India Limited [POWERGRID],611950,,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under,Rajasthan,Phase-III part B1,2023-09,2025-04,2025-12,2190.54,2190.54,1949.58,91,2025-10,FlashReport_October_2025.pdf
242,Power Grid Corporation of India Limited [POWERGRID],611951,,Transmission system for evacuation of power from REZ in Rajasthan 20GW under,Rajasthan,Phase-III Part E1,2021-12,2025-02,2025-12,688.74,688.74,654.3,97,2025-10,FlashReport_October_2025.pdf
243,Power Grid Corporation of India Limited [POWERGRID],612134,,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1],Rajasthan,[Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],2023-12,2025-12,2026-06,2998.34,2998.34,2008.88,57,2025-10,FlashReport_October_2025.pdf
